"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input.Control","ReadsCount.IP.Control","ReadsCount.input.Treated","ReadsCount.IP.Treated","ModLog2FC_control","ModLog2FC_treated","DiffModLog2FC","pvalue","padj"
"chr19",58370309,58370459,"peak_139",0,"+",58370309,58370459,0,1,"150","0","100293516,284309,54807,84914",4,59,19,39,4.28312363828593,3.28632553196069,-0.137838406673598,0.278754062503868,NA
"chr19",58371084,58371334,"peak_140",1.08829421545706,"+",58371084,58371334,0,1,"250","0","100293516,284309,54807,84914",23,194,70,99,3.69948259088038,3.17091531258501,-0.222972366429521,0.233849704729096,0.470317130033517
"chr1",231155353,231155703,"peak_141",0.340098650981558,"-",231155353,231155703,0,1,"350","0","100302132,375061",30,352,39,200,3.63596289319886,3.84222926013394,0.0858040156599275,0.612597688854002,0.789987290962189
"chr10",100159953,100160003,"peak_142",0.475062682209926,"-",100159953,100160003,0,1,"50","0","100302133,84795",59,342,42,61,2.8071016230876,2.53660405554355,-0.114215546048824,0.507876103260059,0.719435531293487
"chr20",2633811,2633941,"peak_143",0.34738378133362,"+",2633811,2633941,0,1,"130","0","100302138,10528",26,151,19,35,2.56983313925605,2.26682589917211,-0.079121884698933,0.607586358783701,0.786008172830624
"chr20",2638910,2639035,"peak_144",0.992068878136662,"+",2638910,2639035,0,1,"125","0","100302138,10528",89,516,71,165,2.75698076328216,3.09936565630576,0.201635656722456,0.264706942630224,0.502756286690597
"chr22",20073382,20073582,"peak_145",0.879409106260199,"+",20073382,20073582,0,1,"200","0","100302197,100500860,54487",24,185,39,166,2.94230629468525,3.41222870906611,0.180917622955636,0.301882402288355,0.543590027283152
"chr22",20073607,20074107,"peak_146",2.79863455032946,"+",20073607,20074107,0,1,"500","0","100302197,100500860,54487",91,586,120,458,2.65396633919724,3.20668828449562,0.410894260085874,0.0360419178202215,0.143723257990871
"chr22",20097816,20098191,"peak_147",0.763560385954496,"+",20097816,20098191,0,1,"375","0","100302197,100500860,54487",69,586,87,340,3.15019631535501,3.41270857928044,0.162312097925714,0.350619558545021,0.589040858355635
"chr19",1827867,1828342,"peak_148",0.576840310202789,"-",1827867,1828342,0,1,"475","0","100302210,57455",101,1831,41,673,3.1492500703602,3.37846093494995,0.132971703740687,0.444880598144246,0.670430500651673
"chr19",1827017,1827567,"peak_149",2.12498392878926,"-",1827017,1827567,0,1,"550","0","100302210,57455",114,1429,63,485,2.48238516659938,2.00201827900537,-0.338026808583903,0.0716824379442638,0.229253564606182
"chr19",10506801,10514150,"peak_150",13.1272001547894,"-",10506801,10514150,0,1,"7349","0","100302213,11140",815,2753,682,1237,1.85863549396219,2.389769569764,0.502839828229956,5.00153439088227e-06,0.000111768389811443
"chr10",115884773,115884848,"peak_151",0,"-",115884773,115884848,0,1,"75","0","100302224,55088",4,55,19,20,4.55703174728527,3.19504155688028,-0.167312909654363,0.175049701780393,NA
"chr15",44085856,44085956,"peak_152",1.1023215058639,"-",44085856,44085956,0,1,"100","0","100302254",693,3202,1198,2290,2.2807865062469,2.39837851294892,0.108919447136919,0.229858746129548,0.465766406630927
"chr12",120125669,120125819,"peak_153",1.24619077767743,"-",120125669,120125819,0,1,"150","0","100302274,11113",32,181,18,44,2.9858398546109,3.69898209093544,0.226126442088968,0.194094789914903,0.421559805631159
"chr5",114916188,114916613,"peak_154",0.496050917544352,"-",114916188,114916613,0,1,"425","0","100302736,353376",20,264,34,79,4.45310234030335,4.11557720017876,-0.112241909791719,0.494986779673553,0.709044992823389
"chr1",231829933,231830108,"peak_155",0.311585095380642,"+",231829933,231830108,0,1,"175","0","100303453,27185",13,133,23,93,2.90630217669061,2.6221877392636,-0.0723673961488899,0.63575321915372,0.805755985067959
"chr1",231830308,231837732,"peak_156",1.11168234318042,"+",231830308,231837732,0,2,"243,32","0,7392","100303453,27185",13,161,12,95,3.73607725388956,4.52723832117279,0.186528829244927,0.226750459678969,0.462754093354093
"chr20",18122929,18123104,"peak_157",2.98274186159968,"+",18122929,18123104,0,1,"175","0","100303755,57325",12,118,41,32,4.07532971631012,2.72029586573501,-0.603293052938562,0.0294420399482523,0.126504283249754
"chr20",18123379,18123654,"peak_158",0.819479964393443,"+",18123379,18123654,0,1,"275","0","100303755,57325",50,464,53,166,3.69467666059629,4.04490243292799,0.169070745901913,0.3262798651667,0.566646159802447
"chr20",18143310,18162474,"peak_159",0.457713901112576,"+",18143310,18162474,0,1,"19164","0","100303755,57325",41,524,54,208,4.2012565439429,4.42960509706893,0.110954551852168,0.52273326511778,0.72813915646677
"chr17",1421286,1421336,"peak_160",0,"+",1421286,1421336,0,1,"50","0","100306951",7,53,22,16,3.6916882517383,2.66516852587721,-0.142165293305048,0.250875371691605,NA
"chr1",52306045,52344122,"peak_161",91.0490615223067,"-",52306045,52344122,0,1,"38077","0","100313892,4898",683,2565,672,1441,2.55795029027043,3.82087299338967,1.24520115062451,1.20715041816458e-30,3.90392445234425e-28
"chr3",99273152,99717055,"peak_162",3.34469681137889,"-",99273152,99717055,0,1,"443903","0","100313938",2216,14887,3062,4936,3.49954730876654,3.64297072987634,0.139500082010784,0.020230649087616,0.0984341812678286
"chr19",4402734,4408921,"peak_163",0.0485892002241564,"+",4402734,4408921,0,1,"6187","0","10036",44,220,36,56,2.53258146327055,2.49460358456047,-0.0135740600004178,0.933595618943973,0.966881372223999
"chr19",4409021,4418031,"peak_164",19.7778508924857,"+",4409021,4418031,0,1,"9010","0","10036",289,5574,261,916,4.48521487826281,3.67987550637823,-0.765115455657584,2.83210476408097e-08,1.1124324057131e-06
"chr19",44612341,44612391,"peak_165",0.723627876694874,"-",44612341,44612391,0,1,"50","0","100379224",6,64,38,69,3.84759303755633,3.16855601858624,-0.126148513340481,0.368636620289962,0.605572720970743
"chr19",44611566,44611866,"peak_166",0.244116979529559,"-",44611566,44611866,0,1,"300","0","100379224",17,202,47,156,4.1636106396465,4.3414999104473,0.0608291384759711,0.706955699293571,0.8443324227717
"chr19",44610691,44610841,"peak_167",0,"-",44610691,44610841,0,1,"150","0","100379224",5,48,13,31,3.87511353222906,3.9009605923853,0.00407786416764073,0.977838279270279,NA
"chr1",203765648,203766844,"peak_168",1.13106249567946,"+",203765648,203766844,0,1,"1196","0","100381270,9877",164,848,527,503,3.13066072668993,2.91146492984347,-0.179949843377554,0.220665899207065,0.456579346152046
"chr1",203767694,203767794,"peak_169",1.64651014227634,"+",203767694,203767794,0,1,"100","0","100381270,9877",36,182,96,88,2.72606846608664,2.09929214348732,-0.318092815944426,0.120857657738759,0.319411875614666
"chr1",203768144,203768344,"peak_170",0.0226485004385297,"+",203768144,203768344,0,1,"200","0","100381270,9877",44,199,126,127,2.91425333875562,2.92741446778243,0.0064834450639133,0.969711258194864,0.984423838757619
"chr1",203821476,203821651,"peak_171",3.03638022457797,"+",203821476,203821651,0,1,"175","0","100381270,9877",94,266,117,110,2.2792428857934,2.99223001490429,0.492661405653188,0.0278435668794176,0.121887304863962
"chr1",203822951,203823151,"peak_172",2.9354279366836,"+",203822951,203823151,0,1,"200","0","100381270,9877",67,269,174,209,2.7698097605089,3.41307917051375,0.455957293525293,0.0310299309114168,0.130721836605543
"chr5",31318048,31318098,"peak_173",0,"+",31318048,31318098,0,1,"50","0","1004",13,66,19,37,2.48461738955454,2.59994791279069,0.0228229569397876,0.866767814083202,NA
"chr5",31323062,31323562,"peak_174",0.687887551713831,"+",31323062,31323562,0,1,"500","0","1004",71,1098,140,556,4.24778586613251,4.03869124175275,-0.142866022675978,0.385496992541084,0.620762128071966
"chr22",35660792,35661317,"peak_175",0.256958082662857,"+",35660792,35661317,0,1,"525","0","10042",77,451,84,161,2.82857996101922,2.95197724463575,0.0677807983392085,0.690388771143709,0.83685055692607
"chr11",96074601,96074690,"peak_176",1.66612604772663,"+",96074601,96074690,0,1,"89","0","100422991",10,111,19,167,3.45730975631801,4.44069556717974,0.256082051361814,0.118479951049098,0.315098316670884
"chr15",93567665,93568490,"peak_177",0.285181282092686,"+",93567665,93568490,0,1,"825","0","100422995,100507217,1106",122,1378,357,1038,3.93129458385185,3.8517531130932,-0.0623007596186945,0.66140587511831,0.820638484862107
"chr22",35743481,35743556,"peak_178",0.00497992745673096,"+",35743481,35743556,0,1,"75","0","10043",17,157,36,172,2.63339340450961,2.62885113829789,-0.00100054047312388,0.992856339042762,0.996554128014988
"chr7",157209009,157209059,"peak_179",4.4262739988245,"+",157209009,157209059,0,1,"50","0","10049",218,1032,82,236,2.31313718232818,2.98468634146532,0.54187615039868,0.00726290092482477,0.0465113298829372
"chr4",83815529,83815629,"peak_180",1.09373200724098,"-",83815529,83815629,0,1,"100","0","100499177,22872",20,107,59,41,3.19896014608896,2.56066959779245,-0.208322930272649,0.232090031686187,0.468547752045423
"chr4",83815129,83815379,"peak_181",1.02742179936992,"-",83815129,83815379,0,1,"250","0","100499177,22872",36,184,73,128,2.93118822545464,3.38948891759042,0.209817808009917,0.252625030875722,0.490586078774271
"chr17",66121927,66122002,"peak_182",1.02496935016735,"+",66121927,66122002,0,1,"75","0","100499466",9,56,42,72,3.1781233206277,3.93800048009368,0.163072987317517,0.253922619694288,0.491420739319206
"chr17",66124627,66124877,"peak_183",4.23063995708359,"+",66124627,66124877,0,1,"250","0","100499466",69,360,134,129,2.59007107566667,1.78934254765966,-0.613438368430314,0.00866904648615797,0.0532660475039295
"chr17",66130627,66130802,"peak_184",1.08568560658162,"+",66130627,66130802,0,1,"175","0","100499466",9,111,15,165,3.07721826018482,3.88272213572734,0.171533255865059,0.234855691015704,0.471168303191556
"chr17",66130827,66131202,"peak_185",0.215859023785106,"+",66130827,66131202,0,1,"375","0","100499466",8,186,13,163,4.18957063675207,4.42312340243314,0.0444197674914989,0.737511403435342,0.861033322050241
"chr17",66131627,66131677,"peak_186",0,"+",66131627,66131677,0,1,"50","0","100499466",3,43,8,41,3.65403183934722,3.38772977002753,-0.0208186639765189,0.815763000961599,NA
"chr17",66131902,66131977,"peak_187",0,"+",66131902,66131977,0,1,"75","0","100499466",12,52,8,37,2.3250292471536,4.06288697438177,0.415114692696314,0.0313826448041018,NA
"chr17",70588711,70588836,"peak_188",0,"-",70588711,70588836,0,1,"125","0","100499467",12,168,4,44,3.19634501369073,3.75123506277862,0.0700445319690831,0.559831900188112,NA
"chr17",70588436,70588511,"peak_189",0,"-",70588436,70588511,0,1,"75","0","100499467",22,158,5,45,2.45199588219094,3.87198005012117,0.3103140495877,0.0806693757735779,NA
"chr17",70400062,70400537,"peak_190",0.940482071012003,"-",70400062,70400537,0,1,"475","0","100499467",43,463,51,123,3.73654518755386,3.34139776840783,-0.193628921293668,0.279917353221432,0.521058741549181
"chr17",70399612,70400012,"peak_191",0.0381911487401791,"-",70399612,70400012,0,1,"400","0","100499467",36,321,36,89,3.52793594101891,3.50007179241043,-0.0168624311463514,0.948528891335174,0.973875227165636
"chr9",100092871,100092971,"peak_192",0,"+",100092871,100092971,0,1,"100","0","100499483,100499484,57653",5,40,4,29,3.20966201997614,4.71849754143249,0.130211727387404,0.186819620236594,NA
"chr1",26230164,26231214,"peak_193",0.406825495164999,"-",26230164,26231214,0,1,"1050","0","100500808,3925",488,1486,634,448,2.19355270579839,2.0987417786658,-0.0768622694646571,0.561559271357264,0.754281268828174
"chr17",54969169,54969469,"peak_194",3.14288475899077,"-",54969169,54969469,0,1,"300","0","100500827,7706",147,719,222,598,2.25792194124806,2.70616175582919,0.367758100076732,0.0251468400167779,0.11321329087832
"chr12",104325342,104326170,"peak_195",25.5559585791134,"+",104325342,104326170,0,2,"59,116","0,712","100500842,7184",1270,3588,1502,1458,2.15427664875041,2.69239358932224,0.52277608299878,3.67740360317947e-10,2.02716873625268e-08
"chr17",72744800,72744925,"peak_196",0.157005565328578,"+",72744800,72744925,0,1,"125","0","100500847,9368",113,817,60,376,1.59167290889964,1.51372198960351,-0.0428731691380785,0.800281472533208,0.896884699840266
"chr17",72764808,72765008,"peak_197",0.0182765316545316,"+",72764808,72765008,0,1,"200","0","100500847,9368",516,1890,410,581,1.92840855494276,1.93283972470082,0.00361806741566241,0.974791600127785,0.987411579081204
"chr17",72765158,72765283,"peak_198",1.16255371546378,"+",72765158,72765283,0,1,"125","0","100500847,9368",266,953,269,274,2.0181391870635,1.78485339912082,-0.184271538806429,0.213414993837028,0.446721093895761
"chr1",33790223,33790423,"peak_199",6.08634325073959,"-",33790223,33790423,0,1,"200","0","100500853,1912",262,1436,200,719,2.16335320037207,2.7146913181003,0.487599439812715,0.00159429333957811,0.0147172991500535
"chr5",133561447,133561543,"peak_200",19.2266764948329,"+",133561447,133561543,0,1,"96","0","100500905",123,666,27,259,2.26312887430375,4.31377209361225,1.91449361800163,4.36625837776427e-08,1.6300227210772e-06
"chr3",159482344,159482794,"peak_201",1.87773027850893,"+",159482344,159482794,0,1,"450","0","100505385,29970",214,2163,59,674,2.21133986075188,2.6471665882093,0.308549125429298,0.0938731312399168,0.272111478724133
"chr3",159557941,159584039,"peak_202",0.475880789014284,"+",159557941,159584039,0,2,"62,88","0,26010","100505385,29970",35,172,30,45,2.36071635925799,2.03127776814291,-0.108421429530053,0.506500266029736,0.71902767777134
"chr15",82824512,83205578,"peak_203",0.0082385371188165,"-",82824512,83205578,0,1,"381066","0","100505503",12,84,35,58,3.47008897614901,3.48027435192346,0.00253373859079815,0.987849224365856,0.994305755244064
"chr3",14986591,14987541,"peak_204",0.352801032864348,"-",14986591,14987541,0,1,"950","0","100505641",343,3849,540,1516,4.12931489824216,4.19498094475342,0.0576371153428996,0.603156508546736,0.783062283677296
"chr3",15300942,15300992,"peak_205",0,"+",15300942,15300992,0,1,"50","0","100505696",3,45,2,19,4.0995765098438,5.05505665410565,0.050360242823154,0.515326567564428,NA
"chr7",77313329,77313404,"peak_206",0,"-",77313329,77313404,0,1,"75","0","100505854",5,51,18,20,4.08698063356237,3.06965165481899,-0.134479499967698,0.27177640983092,NA
"chr7",79088912,79089287,"peak_207",3.18172242679441,"+",79088912,79089287,0,1,"375","0","100505881",130,713,106,174,3.23613940226026,3.81951911137535,0.443601542911985,0.0241494976737144,0.110206221274871
"chr10",111765763,111765813,"peak_208",0,"-",111765763,111765813,0,1,"50","0","100505933",11,48,23,50,2.7582126476175,3.81064163219959,0.233404740766726,0.128948873854675,NA
"chr19",50348091,50354910,"peak_209",1.3497840424121,"-",50348091,50354910,0,1,"6819","0","100506033",91,376,83,163,2.19728522206134,2.63905103692402,0.258521647566249,0.171632192619547,0.392350775694725
"chr19",50343102,50343252,"peak_210",1.63736954359938,"-",50343102,50343252,0,1,"150","0","100506033",8,95,31,49,3.94849028907943,2.87053250444337,-0.26837554137798,0.122255315078047,0.321442023546669
"chr19",50342552,50342852,"peak_211",2.94133262591201,"-",50342552,50342852,0,1,"300","0","100506033",35,158,36,97,2.47500341437306,3.49017494149937,0.555824938475789,0.030849515900936,0.130187909208735
"chr19",50342052,50342377,"peak_212",6.1289977473157,"-",50342052,50342377,0,1,"325","0","100506033",37,248,51,224,3.15403439104273,4.40172068346349,0.988067034946445,0.0015331240411091,0.0142885393341407
"chr19",47174499,47180472,"peak_213",1.12549624636619,"+",47174499,47180472,0,1,"5973","0","100506068",106,453,111,204,2.26478957655346,2.61367813049174,0.213823936341947,0.222139380645858,0.458344336971691
"chr18",77805998,77806348,"peak_214",21.6868892337134,"+",77805998,77806348,0,1,"350","0","100506070,79863",188,1302,131,683,2.99345728731237,4.21174617199353,1.15224044974981,6.71671991194118e-09,2.96207348116606e-07
"chr14",31355129,31355404,"peak_215",3.02813338398802,"-",31355129,31355404,0,1,"275","0","100506071",67,346,47,112,2.832890670801,3.6221047185531,0.519876594056757,0.0281152644877694,0.122586041314635
"chr1",35441949,35442024,"peak_216",0,"-",35441949,35442024,0,1,"75","0","100506144,653160",3,33,6,57,3.45396789362812,4.57052289058585,0.0863681056081583,0.327038499317173,NA
"chr7",22611562,22611708,"peak_217",0,"+",22611562,22611708,0,1,"146","0","100506178",10,90,7,17,3.31745091082438,2.93881860929595,-0.0463350617833838,0.675428585980102,NA
"chr9",132251230,132251480,"peak_218",5.17208191141215,"+",132251230,132251480,0,1,"250","0","100506190",21,112,29,149,2.56012430472697,4.01569678797,1.05845249109106,0.00363642006676894,0.0277362794715348
"chr9",132265655,132266255,"peak_219",0.734871921243597,"+",132265655,132266255,0,1,"600","0","100506190",45,798,61,511,4.19865257823676,4.48587260510643,0.16165783630587,0.363545137049714,0.600871366210618
"chr11",566981,567581,"peak_220",3.64390565288721,"-",566981,567581,0,1,"600","0","100506211",27,741,81,1652,4.64230198763571,5.46177550714207,0.578745728303649,0.0150726640090519,0.0799972572296614
"chr11",82783182,82784356,"peak_221",0.804661836905888,"+",82783182,82784356,0,1,"1174","0","100506233",79,352,144,175,2.34053769715391,2.06279603098768,-0.169732194971641,0.333376028819001,0.572496255861236
"chr11",13001430,13001805,"peak_222",32.535205076484,"-",13001430,13001805,0,1,"375","0","100506305",212,4156,150,325,4.70807558967633,3.39265050927955,-1.27927385823327,2.00378654888154e-12,1.60667248737592e-10
"chr12",13133006,13133231,"peak_223",0.223315734274854,"+",13133006,13133231,0,1,"225","0","100506314",16,145,30,89,3.53821598766021,3.7368253644847,0.0520239846042096,0.728018182408477,0.856594468278012
